sample_ID,sample_name,sample_name_ID,sample_name_short,rock_type,rock_type_short,rock_type_ID,x3He_4He_vesicle,x3He_4He_vesicle_2s,x3He_4He_glass,x3He_4He_glass_2s,He_cc_STP_g_vesicle,He_cc_STP_g_glass,latitude,longitude,latitude_start,latitude_end,longitude_start,longitude_end,depth_m,depth_m_start,depth_m_end,location_ref,collection,expedition_ID,loihi_location_ID,location,rock_type_flag,rock_type_ref,rock_type_notes,rock_type_orig_dave,location_short,expedition,collection_type,depth_calc,lat_lon_calc,expedition_year,expedition_month,CO2_cc_STP_g_vesicle,CO2_ppm_vesicle,CO2_cc_STP_g_glass,CO2_ppm_glass,CO2_ppm_glass_stdev,H2O_wt_pct_glass,H2O_wt_pct_glass_stdev,Cl_wt_pct,S_wt_pct,K_wt_pct,Ti_wt_pct,F_wt_pct,SiO2_wt_pct,TiO2_wt_pct,Al2O3_wt_pct,FeO_wt_pct,MnO_wt_pct,MgO_wt_pct,CaO_wt_pct,Na2O_wt_pct,K2O_wt_pct,P2O5_wt_pct,total_wt_pct_old,Mg_number_old,Alkalinity_index,K_ppm,Rb_ppm,Sr_ppm,Y_ppm,Zr_ppm,Nb_ppm,Mo_ppm,Sn_ppm,Cs_ppm,Ba_ppm,Hf_ppm,Ta_ppm,W_ppm,Tl_ppm,Pb_ppm,Th_ppm,U_ppm,Sc_ppm,Ti_ppm,V_ppm,Mn_ppm,Ni_ppm,La_ppm,Ce_ppm,Pr_ppm,Nd_ppm,Sm_ppm,Eu_ppm,Gd_ppm,Tb_ppm,Dy_ppm,Ho_ppm,Er_ppm,Tm_ppm,Yb_ppm,Lu_ppm,x208Pb_204Pb,error_208Pb_204Pb,x207Pb_204Pb,error_207Pb_204Pb,x206Pb_204Pb,error_206Pb_204Pb
53,KK17-2,KK-17-2,KK 17-2,Alkali Basalt,Alk,2,24.18,NA,18.96,NA,4.18e-7,1.66e-8,18.98,-155.27,18.98,18.99,-155.27,-155.28,1662,1662,1572,moore1982,KK17,4,2,North Rift,TRUE,dixonclague2001,"Flow unit A. AOB (Dave said AB), moore1982 Differentiated alkali basalt, dixonclague for  Alkali Olivine Basalt",NA,N. Rift,1981 KK1-HW-81,dredge,TRUE,TRUE,1981,2,0.0545,106.98670473811012,0.02292340909090909,45,NA,0.928,NA,0.0678,0.212,0.682,2.004,0.092,47.2,3.27,14.1,12,0.19,5.86,11.2,3.18,0.85,0.38,98.23,49.2,1,6817,15.55,595,26.7,193.3,27.51,1.23,2.04,0.168,228,4.84,1.75,0.31,0.045,2,1.75,0.47,25.4,20031,370,1392,74.47,23.05,54.68,7.17,31.37,6.88,2.36,6.85,0.97,5.54,0.96,2.52,0.33,1.95,0.27,NA,NA,NA,NA,NA,NA
54,KK20-14,KK-20-14,KK 20-14,Tholeiite,Th,4,26.7,NA,26.41,NA,5.84e-7,2.21e-7,18.89,-155.26,18.89,18.89,-155.26,-155.27,1682,1682,1351,moore1982,KK20,4,1,South Rift,NA,dixonclague2001,Flow unit E,NA,S. Rift,1981 KK1-HW-81,dredge,TRUE,TRUE,1981,2,0.0442,86.76719907200857,0.021395181818181817,42,NA,0.536,NA,0.0568,0.166,0.389,1.402,0.033,49.3,2.44,12.9,11.5,0.18,7.12,12.1,2.47,0.5,0.24,98.75,55.1,-0.84,3864,8.4,393,22.7,124.1,14.43,0.68,1.44,0.091,133,3.33,0.93,0.16,0.025,1.22,0.91,0.25,31.8,14774,335,1382,111.75,12.19,30.17,4.19,19.54,4.6,1.7,4.91,0.74,4.51,0.81,2.16,0.28,1.71,0.24,NA,NA,NA,NA,NA,NA
55,KK25-4,KK-25-4,KK 25-4,Transitional Basalt,Tr,3,23.37,NA,21.72,NA,4.82e-7,7.63e-8,18.86,-155.24,18.86,18.86,-155.24,-155.26,2093,2093,1913,moore1982,KK25,4,1,South Rift,TRUE,dixonclague2001,Moore1982 states Differentiated transitional basalt. Dixonclague states actually KK25A here Alkali Olivine Basalt,NA,S. Rift,1981 KK1-HW-81,dredge,TRUE,TRUE,1981,2,0.0331,64.9772463638797,0.026489272727272726,52,NA,0.805,NA,0.0413,0.192,0.504,1.808,0.056,48.1,2.96,14,12.2,0.19,6,11,2.95,0.64,0.31,98.35,49.3,0.22,5122,11.13,445,28.3,160.9,19.49,0.84,1.82,0.128,159,4.07,1.23,0.2,0.033,1.53,1.13,0.31,27.9,17993,352,1370,73.64,16.36,38.37,5.46,25.54,6.09,2.07,6.28,0.95,5.7,1.04,2.83,0.37,2.34,0.33,NA,NA,NA,NA,NA,NA
56,KK31-9,KK-31-9,KK 31-9,Alkali Basalt,Alk,2,20.6,NA,18.68,NA,6.91e-7,6.88e-8,18.94,-155.29,18.94,18.95,-155.29,-155.32,2323,2323,2049,moore1982,KK31,4,4,Western Ridge,NA,graham2023-supp1,NA,NA,W. Ridge,1981 KK1-HW-81,dredge,TRUE,TRUE,1981,2,0.0735,144.28482198625858,0.06316672727272728,124,NA,0.771,NA,0.0341,0.125,0.554,1.295,0.051,46.3,2.13,13.7,11.8,0.18,8.09,12.5,2.6,0.67,0.23,98.2,57.6,0.57,5628,13.6,425,22.7,129.3,16.73,0.84,1.43,0.143,207,3.36,1.04,0.2,0.036,1.72,1.14,0.28,31.6,13202,364,1446,139.69,14.89,35.76,4.67,20.95,4.85,1.69,5.07,0.74,4.37,0.82,2.24,0.29,1.82,0.26,NA,NA,NA,NA,NA,NA
57,KK31-12,KK-31-12,KK 31-12,Alkali Basalt,Alk,2,21.69,NA,20.94,NA,1.31e-6,2.77e-7,18.94,-155.29,18.94,18.95,-155.29,-155.32,2323,2323,2049,moore1982,KK31,4,4,Western Ridge,TRUE,dixonclague2001,"Flow unit A. AOB, dixonclague states Alkali Olivine Basalt",NA,W. Ridge,1981 KK1-HW-81,dredge,TRUE,TRUE,1981,2,0.113,221.82564468635675,0.05654440909090909,111,NA,0.77,NA,0.0322,0.1,0.562,1.328,0.07,46.3,2.13,13.7,11.8,0.18,8.09,12.5,2.6,0.67,0.23,98.2,57.6,0.57,5532,13.51,403,21.6,120.3,15.72,0.83,1.34,0.142,200,3.15,0.96,0.17,0.033,1.66,1.06,0.27,32.5,12644,330,1394,141.36,14.5,32.81,4.42,20.31,4.73,1.64,4.97,0.74,4.43,0.82,2.25,0.29,1.82,0.26,NA,NA,NA,NA,NA,NA
58,Pisces V 158-4,Pisces V-158-4,Pisces 158-4,Basanite,Bas,1,22.32,NA,12.92,NA,2.44e-7,5.78e-9,18.93,-155.24,NA,NA,NA,NA,1926,NA,NA,dg-IEDA-2023,P158,5,3,East Flank,NA,garcia.etal1995,NA,Bas,E. Flank,1991 Pisces V,dive,TRUE,NA,1991,9,0.0326,63.99571696261264,0.06622318181818182,130,NA,1.139,NA,0.1096,0.211,1.442,2.003,0.131,45.4,3.38,16.1,12.05,0.18,4.59,10.76,4.25,1.75,0.68,99.65211483,43.00627897,3.632,14407,36.38,904,26,216,46.35,2.22,2.14,0.401,528,4.71,2.83,0.56,0.087,3.65,2.87,0.76,13.8,20356,387,1537,42.41,35.79,80.82,10.03,41.31,8.17,2.66,7.33,1,5.61,0.94,2.41,0.3,1.92,0.26,NA,NA,NA,NA,NA,NA
59,Pisces V 158-5,Pisces V-158-5,Pisces 158-5,Basanite,Bas,1,22.47,NA,19.27,NA,1.2e-7,1.31e-8,18.93,-155.24,NA,NA,NA,NA,1830,NA,NA,dg-IEDA-2023,P158,5,3,East Flank,NA,garcia.etal1995,NA,Bas,E. Flank,1991 Pisces V,dive,TRUE,NA,1991,9,0.0147,28.85696439725172,0.02903631818181818,57,NA,0.862,NA,0.0434,0.291,0.62,2.298,0.06,44.02324694,3.789441504,14.54959567,15.35219913,0.255078852,6.059850877,11.79215504,2.772877012,0.762479886,0.295189917,99.65211483,43.88122492,1.676755529,6209,14.62,513,27.2,163.3,23.21,1.03,2.04,0.152,216,4.34,1.48,0.25,0.039,2.03,1.41,0.36,28.3,23891,628,1701,41.93,18.46,44.46,5.85,26.46,6.22,2.17,6.31,0.89,5.28,0.96,2.41,0.31,1.98,0.27,NA,NA,NA,NA,NA,NA
60,Pisces V 186-3,Pisces V-186-3,Pisces 186-3,Tholeiite,Th,4,26.57,NA,NA,NA,7.94e-7,NA,18.94,-155.25,NA,NA,NA,NA,1900,NA,NA,dg-IEDA-2023,P186,5,3,East Flank,NA,garcia.etal1995,NA,TH,E. Flank,1991 Pisces V,dive,TRUE,NA,1991,9,0.0779,152.92228071740877,0.025470454545454546,50,NA,0.478,NA,0.032,0.211,0.301,1.526,0.047,49.45022019,2.582152501,12.65288826,11.51555037,0.212553799,7.839557253,12.5033796,2.083401673,0.355239422,0.210181429,99.40512451,57.42160573,-1.427940377,3061,6.37,334,24.5,133.2,12.63,0.59,1.74,0.063,87,3.57,0.85,0.12,0.019,1.02,0.69,0.21,35.6,16152,349,1469,79.62,10.33,27.12,3.86,19.02,4.96,1.74,5.25,0.81,5,0.88,2.43,0.31,1.93,0.25,NA,NA,NA,NA,NA,NA
61,Pisces V 187-1A,Pisces V-187-1A,Pisces 187-1A,Alkali Basalt,Alk,2,22.83,NA,NA,NA,7.8e-7,NA,18.95,-155.25,NA,NA,NA,NA,2000,NA,NA,dg-IEDA-2023,P187,5,3,East Flank,NA,garcia.etal1995,NA,AB,E. Flank,1991 Pisces V,dive,TRUE,NA,1991,9,0.083,162.93388061033284,0.047375045454545454,93,NA,0.63,NA,0.0472,0.153,0.532,1.341,0.063,46.57897748,2.310818265,12.33070934,11.56099612,0.161012522,10.00260463,13.36306983,2.288198285,0.653391066,0.253073394,99.50285094,63.15327932,0.137367684,5495,13.17,413,20.3,117.2,17.45,0.82,1.38,0.143,197,3.13,1.11,0.2,0.037,1.63,1.09,0.28,35.3,14072,354,1449,221.83,13.96,33.44,4.5,19.79,4.69,1.59,4.56,0.68,3.99,0.71,1.92,0.24,1.56,0.21,NA,NA,NA,NA,NA,NA
62,Pisces V 187-5B,Pisces V-187-5B,Pisces 187-5B,Transitional Basalt,Tr,3,25.72,NA,NA,NA,4.27e-7,NA,18.95,-155.25,NA,NA,NA,NA,1580,NA,NA,dg-IEDA-2023,P187,5,3,East Flank,NA,garcia.etal1995,NA,TB,E. Flank,1991 Pisces V,dive,TRUE,NA,1991,9,0.0339,66.54769340590701,0.024451636363636363,48,NA,0.866,NA,0.0457,0.168,0.452,1.568,0.072,47.80912302,2.684542029,13.3125655,11.15470152,0.156379526,7.703080017,12.74045769,2.531254352,0.562935534,0.301846089,98.95688528,57.77024639,-0.165185633,4719,10.5,449,22.5,141.8,18.27,0.86,1.71,0.112,160,3.71,1.19,0.22,0.032,1.53,1.12,0.3,33.5,15923,334,1292,99.55,15.19,36.3,5.12,22.44,5.39,1.85,5.6,0.82,4.88,0.87,2.23,0.27,1.78,0.24,NA,NA,NA,NA,NA,NA
63,Pisces V 187-8,Pisces V-187-8,Pisces 187-8,Tholeiite,Th,4,31.86,NA,30.6,NA,5.02e-7,1.43e-7,18.95,-155.25,NA,NA,NA,NA,1215,NA,NA,dg-IEDA-2023,P187,5,3,East Flank,NA,garcia.etal1995,NA,TH,E. Flank,1991 Pisces V,dive,TRUE,NA,1991,9,0.032,62.81788168109218,0.018338727272727274,36,NA,0.49,NA,0.0524,0.144,0.346,1.512,0.045,49.18999331,2.572955293,13.38184051,11.21449223,0.201769919,7.695529975,11.98816787,2.377092363,0.446575176,0.258680234,99.32709688,57.61582982,-0.946629985,3676,8.05,382,23.8,130.7,16.63,0.77,1.53,0.078,117,3.5,1.06,0.17,0.025,1.21,0.96,0.27,32,16100,363,1466,117.12,13.47,33.79,4.49,20.26,4.95,1.76,5.26,0.79,4.7,0.85,2.3,0.3,1.86,0.26,NA,NA,NA,NA,NA,NA
64,Pisces V 187-9,Pisces V-187-9,Pisces 187-9,Tholeiite,Th,4,31.53,NA,NA,NA,1.02e-7,NA,18.95,-155.25,NA,NA,NA,NA,1080,NA,NA,dg-IEDA-2023,P187,5,3,East Flank,NA,garcia.etal1995,NA,TH,E. Flank,1991 Pisces V,dive,TRUE,NA,1991,9,0.0043,8.441152850896762,0.015282272727272728,30,NA,0.477,NA,0.0492,0.145,0.35,1.512,0.053,49.47778416,2.591146468,13.40079603,11.15564231,0.200735462,7.519385733,12.14620959,2.347923407,0.420337183,0.234927046,99.49488738,57.17828115,-1.108519548,3801,8.36,385,24.6,133.4,16.65,0.72,1.66,0.078,117,3.56,1.07,0.16,0.025,1.25,0.97,0.27,33.2,15958,331,1392,100.21,13.8,32.75,4.46,21.01,5.11,1.79,5.52,0.82,4.9,0.92,2.4,0.32,1.91,0.28,NA,NA,NA,NA,NA,NA
